id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
50756,Somewhere In Between,Lifehouse,rock,sad,0.41,76,0.23,0.5,0.04
50757,Menghilang dan Berarti,Threesixty Skatepunk,rock,moody,0.61,129,0.17,0.44,0.23
50758,Blue Red And Grey,The Who,rock,chill,0.21,107,0.41,0.62,0.98
50759,Mad,YUNGBLUD,rock,confident,0.88,168,0.64,0.45,0.01
50760,Sexperienced,Cachorro Grande,rock,confident,0.88,149,0.57,0.32,0.0
50761,Dumbledore's Army,Nicholas Hooper,rock,melancholic,0.12,80,0.21,0.34,0.79
50762,High and Dry,Radiohead,rock,chill,0.38,87,0.35,0.42,0.07
50763,Só os loucos sabem - Ao Vivo,Charlie Brown Jr.,rock,confident,0.89,104,0.43,0.47,0.01
50764,Telli Telli,Selda Bağcan,rock,relaxed,0.38,99,0.71,0.69,0.49
50765,I Get Around (Mono),The Beach Boys,rock,focused,0.62,144,0.51,0.39,0.36
50766,Bajo El Mar,Alejandro Sanz,rock,happy,0.68,90,0.78,0.68,0.4
50767,Here Comes The Sun - 2019 Mix,The Beatles,rock,sad,0.56,129,0.29,0.57,0.04
50768,Kawan Sampai Mati,Stand Here Alone,rock,confident,0.92,127,0.43,0.57,0.01
50769,Fill Me In,Craig David,rock,happy,0.74,132,0.83,0.68,0.38
50770,Man (Opposable Thumb),The Presidents Of The United States Of America,rock,confident,0.83,92,0.69,0.39,0.02
50771,Sunshine,Buckcherry,rock,confident,0.98,145,0.61,0.52,0.0
50772,Viver dias de sol,Charlie Brown Jr.,rock,confident,0.95,105,0.57,0.51,0.01
50773,Whole Lotta Rosie,AC/DC,rock,confident,0.84,159,0.42,0.29,0.0
50774,Me & Mr Jones,Amy Winehouse,rock,chill,0.49,87,0.51,0.58,0.52
50775,Abrir Seus Olhos,Charlie Brown Jr.,rock,happy,0.98,181,0.86,0.4,0.0
50776,More - 2001 Digital Remaster,Bobby Darin,rock,chill,0.52,152,0.68,0.52,0.73
50777,Doom And Gloom,The Rolling Stones,rock,happy,0.84,131,0.78,0.61,0.0
50778,Rosa María,Los Moonlights,rock,relaxed,0.57,96,0.91,0.77,0.1
50779,Mi Suegra Llego,Enrique Guzman;Los Teen Tops,rock,relaxed,0.37,128,0.7,0.74,0.96
50780,Disco,Surf Curse,rock,happy,0.62,173,0.78,0.47,0.03
50781,Fíjate Que No,Manoella Torres,rock,happy,0.63,142,0.73,0.63,0.58
50782,Into You,Dead By Sunrise,rock,moody,0.79,183,0.38,0.47,0.09
50783,Speedy Gonzales,Pat Boone,rock,relaxed,0.45,146,0.79,0.59,0.82
50784,"Allright, Allright",The Carburetors,rock,confident,0.96,97,0.36,0.44,0.0
50785,No Sigas Llorando,Los Corazones Solitarios,rock,chill,0.51,95,0.61,0.44,0.15
50786,Remember Fall In Montreal,Roo Panes,rock,melancholic,0.3,135,0.18,0.46,0.92
50787,Merry Christmas Everyone,Shakin' Stevens,rock,euphoric,0.9,202,0.96,0.53,0.13
50788,Corazón Loco (Cuore Mato),Cesar Costa,rock,happy,0.65,137,0.79,0.7,0.56
50789,White Christmas,Michael W. Smith;Lady Antebellum,rock,chill,0.55,126,0.35,0.34,0.47
50790,Wolf,Yeah Yeah Yeahs,rock,intense,0.81,109,0.32,0.58,0.01
50791,Ángel De La Mañana,Johnny Dinamo,rock,chill,0.49,89,0.57,0.7,0.61
50792,When Night Comes Down,Tiger Army,rock,intense,0.98,154,0.33,0.35,0.0
50793,Bottom of the Bottle,Curren$y;August Alsina;Lil Wayne,rock,relaxed,0.54,85,0.83,0.74,0.02
50794,Si Supieras,PXNDX,rock,confident,0.96,102,0.43,0.48,0.02
50795,Witness,Screaming Trees,rock,confident,0.94,134,0.35,0.37,0.0
50796,Hoje,Camisa de Vênus,rock,confident,0.8,104,0.73,0.52,0.01
50797,Sliver,Nirvana,rock,focused,0.68,141,0.42,0.43,0.0
50798,"Hey Hey, My My (Into the Black)",Billy Talent,rock,intense,0.96,133,0.33,0.47,0.0
50799,Recuerdos (feat. Beto Zapata),Los Baby's;Beto Zapata,rock,happy,0.76,155,0.8,0.46,0.2
50800,Y Es Por Ti,Los Reno,rock,relaxed,0.57,132,0.95,0.76,0.67
50801,Ride The Lightning - Remastered,Metallica,rock,intense,0.97,149,0.28,0.26,0.0
50802,parents (with Chloe Noone),YUNGBLUD;Chloe Noone,rock,confident,0.84,82,0.58,0.61,0.03
50803,Tusk - 2018 Remaster,Fleetwood Mac,rock,happy,0.79,180,0.92,0.61,0.23
50804,Ódiame / Fina Estampa,Jorge Muñiz,rock,chill,0.48,143,0.54,0.54,0.65
50805,Have a Cigar,Pink Floyd,rock,happy,0.65,120,0.72,0.45,0.41
50806,Don't Leave Me Now,Pink Floyd,rock,melancholic,0.11,123,0.04,0.32,0.08
50807,Spring Forward,Tiger Army,rock,happy,0.95,185,0.85,0.25,0.0
50808,He venido a despedirme,Los Solitarios,rock,chill,0.28,158,0.39,0.24,0.14
50809,Through The Dark,Alexi Murdoch,rock,melancholic,0.13,123,0.19,0.57,0.96
50810,A Los Ojos,Los Rodriguez,rock,happy,0.89,138,0.83,0.51,0.14
50811,Hard Skool,Guns N' Roses,rock,confident,0.97,166,0.53,0.36,0.0
50812,Violet,Hole,rock,focused,0.78,167,0.38,0.29,0.05
50813,"Temptation (7"" Version) - 2015 Remaster",New Order,rock,focused,0.74,125,0.65,0.78,0.0
50814,Edi Edi,Angelica Maria,rock,happy,0.74,141,0.97,0.53,0.85
50815,You Know You're Right,Nirvana,rock,moody,0.72,168,0.34,0.29,0.04
50816,When Under Ether,PJ Harvey,rock,sad,0.39,205,0.33,0.33,0.88
50817,Do Or Die,Thirty Seconds To Mars,rock,confident,0.82,135,0.43,0.51,0.0
50818,Honky Tonk Women - Mono Version,The Rolling Stones,rock,happy,0.78,119,0.97,0.56,0.36
50819,Every Breath You Take,The Police,rock,relaxed,0.45,117,0.74,0.82,0.54
50820,Y es por ti (Waiting Here for You),Los Reno,rock,relaxed,0.56,132,0.93,0.77,0.7
50821,A Narnia Lullaby,Harry Gregson-Williams,rock,melancholic,0.17,91,0.03,0.23,0.96
50822,What's New Scooby-Doo?,Simple Plan,rock,confident,0.95,158,0.51,0.49,0.0
50823,Time In A Bottle - From Fast & Furious Presents: Hobbs & Shaw,YUNGBLUD,rock,sad,0.46,138,0.25,0.31,0.04
50824,El cartero,Los Apson,rock,focused,0.76,148,0.64,0.5,0.4
50825,Outshined - Remastered,Soundgarden,rock,confident,0.84,94,0.55,0.48,0.0
50826,Dam That River (2022 Remaster),Alice In Chains,rock,confident,0.91,124,0.47,0.43,0.01
50827,Enemy - From the series Arcane League of Legends,Imagine Dragons;Arcane;League of Legends,rock,focused,0.74,77,0.52,0.72,0.25
50828,Los Viejos Vinagres,Sumo,rock,happy,0.72,124,0.83,0.77,0.01
50829,"Hey, Soul Sister",Train,rock,happy,0.89,97,0.8,0.67,0.18
50830,Derbeder,Gece,rock,confident,0.81,172,0.42,0.38,0.0
50831,"Hey Look Ma, I Made It",Panic! At The Disco,rock,confident,0.83,107,0.57,0.58,0.01
50832,Mi Angel de Amor,Los Corazones Solitarios,rock,sad,0.54,189,0.28,0.33,0.03
50833,Sykes Journey,Lorne Balfe,rock,melancholic,0.3,105,0.11,0.64,0.01
50834,Atras de la Raya,Los Apson,rock,happy,0.79,91,0.94,0.62,0.48
50835,Hey You - Live,Pink Floyd,rock,sad,0.41,111,0.21,0.32,0.24
50836,Spooky,Dusty Springfield,rock,relaxed,0.45,106,0.96,0.75,0.5
50837,Acércate,Ramona,rock,focused,0.79,120,0.57,0.7,0.01
50838,Me Time,Paloma Faith,rock,focused,0.75,81,0.52,0.53,0.05
50839,snow angels,GAYLE,rock,relaxed,0.55,117,0.9,0.75,0.01
50840,Jar of Hearts,Christina Perri,rock,melancholic,0.35,74,0.09,0.37,0.73
50841,Atras de la Raya,Los Apson Boys,rock,euphoric,0.83,173,0.96,0.51,0.64
50842,Chlorine,Twenty One Pilots,rock,moody,0.67,90,0.32,0.61,0.07
50843,burning gold - Addal Remix,Christina Perri;Addal,rock,moody,0.67,117,0.26,0.75,0.06
50844,Iridescent (Version 2),Linkin Park,rock,moody,0.69,120,0.38,0.58,0.08
50845,Wake Up Alone,Amy Winehouse,rock,melancholic,0.27,102,0.23,0.58,0.55
50846,Eleanor Rigby - Remastered 2015,The Beatles,rock,dreamy,0.31,138,0.84,0.6,0.92
50847,Pandora Box,2 minutos,rock,confident,0.95,110,0.72,0.47,0.0
50848,120 Km/hr,Allison,rock,confident,0.96,100,0.46,0.5,0.01
50849,Call Me A Dog,Temple Of The Dog,rock,sad,0.59,146,0.33,0.29,0.15
50850,Pontes Indestrutíveis - Versão Acústica,Charlie Brown Jr.,rock,chill,0.47,153,0.58,0.75,0.28
50851,Modar,Stand Here Alone;Asep Balon,rock,happy,0.98,178,0.79,0.36,0.08
50852,Don't Love You No More (I'm Sorry),Craig David,rock,chill,0.56,100,0.57,0.64,0.46
50853,Indahkah Perbedaan,Last Child,rock,confident,0.86,140,0.43,0.57,0.04
50854,"Cello Suite No. 3, Op. 87: IX. Passacaglia (Excerpt: Autumn. Vivace)",Benjamin Britten;Steven Isserlis,rock,melancholic,0.06,77,0.2,0.34,0.99
50855,Haunted,The Smashing Pumpkins,rock,sad,0.47,91,0.15,0.63,0.0
50856,Change Your Name,Lorne Balfe,rock,melancholic,0.33,144,0.11,0.6,0.29
50857,Diana,Paul Anka,rock,relaxed,0.58,142,0.92,0.55,0.76
50858,"Te Necesito Tanto, Amor",Elio Roca,rock,chill,0.23,78,0.54,0.53,0.94
50859,Reloj de Plastilina,Charly García,rock,happy,0.68,130,0.9,0.63,0.03
50860,Nuestro Juramento,King Clave,rock,focused,0.73,122,0.56,0.68,0.5
50861,Compadecete Mujer,Alberto Vazquez;Manolo Muñoz,rock,chill,0.38,83,0.52,0.4,0.38
50862,Lanza Tus Penas Al Viento,Alberto Vazquez,rock,chill,0.31,127,0.5,0.61,0.94
50863,İhtarname,Cem Karaca,rock,confident,0.83,103,0.36,0.65,0.75
50864,Childhood's End,Pink Floyd,rock,sad,0.39,125,0.19,0.67,0.24
50865,Conrad,Ben Howard,rock,melancholic,0.32,81,0.18,0.57,0.91
50866,Me Quiero Casar Contigo,Mike Laure,rock,relaxed,0.53,119,0.97,0.76,0.61
50867,I'd Like To Teach The World To Sing (In Perfect Harmony),The New Seekers,rock,relaxed,0.48,134,0.89,0.51,0.71
50868,Self Esteem,The Offspring,rock,confident,0.86,104,0.71,0.49,0.02
50869,Fruta Amarga,Karamelo Santo,rock,euphoric,0.91,132,0.9,0.61,0.01
50870,GROWING UP IS _____,Ruel,rock,focused,0.73,112,0.48,0.67,0.0
50871,Gibi Gibi,Barış Manço,rock,focused,0.73,122,0.52,0.62,0.31
50872,Falling Skies (feat. Charlotte Lawrence),YUNGBLUD;Charlotte Lawrence,rock,moody,0.73,129,0.29,0.67,0.01
50873,Kendim Ettim Kendim Buldum,Ersen ve Dadaşlar,rock,chill,0.5,106,0.43,0.44,0.55
50874,Mi Plegaria,Grupo Lluvia,rock,chill,0.44,105,0.69,0.56,0.18
50875,Cuando Era Flor,Mon Laferte,rock,focused,0.64,177,0.48,0.57,0.37
50876,Our House,"Crosby, Stills & Nash",rock,sad,0.46,129,0.33,0.47,0.89
50877,Clases De Cha Cha Chá,Ramon Marquez,rock,happy,0.79,128,0.89,0.78,0.84
50878,Lipstick on the Glass,Maanam,rock,happy,0.81,96,0.78,0.63,0.12
50879,Noche Sin Luciérnagas,Fernando Delgadillo,rock,chill,0.38,134,0.43,0.75,0.93
50880,Fairytale,Harry Gregson-Williams;John Powell,rock,melancholic,0.16,83,0.1,0.09,0.72
50881,"Bleed the Freak - Live at the Moore Theatre, Seattle, WA - December 1990",Alice In Chains,rock,intense,0.84,116,0.31,0.2,0.0
50882,"Leipää, lempee, lämpöö (Vain elämää kausi 11)",Herra Ylppö,rock,sad,0.44,154,0.27,0.58,0.51
50883,Dirty Little Secret,The All-American Rejects,rock,confident,0.95,143,0.48,0.46,0.0
50884,Honey,Bobby Goldsboro,rock,chill,0.28,93,0.6,0.4,0.67
50885,Inercia,Las Pastillas del Abuelo;Alejandro Vazquez,rock,euphoric,0.94,145,0.93,0.58,0.02
50886,"god save me, but don't drown me out",YUNGBLUD,rock,intense,0.87,127,0.2,0.37,0.0
50887,A Pillow of Winds,Pink Floyd,rock,melancholic,0.21,142,0.22,0.36,0.45
50888,You're Dead,Norma Tanega,rock,relaxed,0.54,112,0.75,0.63,0.35
50889,La Felicidad Llegó,Alberto Vazquez,rock,relaxed,0.45,94,0.87,0.67,0.43
50890,Last Stand,Adelitas Way,rock,moody,0.75,131,0.33,0.44,0.0
50891,Peace Is Free,Black Stone Cherry,rock,moody,0.73,160,0.29,0.38,0.0
50892,Cae el Sol,Soda Stereo,rock,moody,0.7,98,0.25,0.47,0.0
50893,Love Buzz,Nirvana,rock,happy,0.86,137,0.77,0.48,0.0
50894,"1, 2, 3, 4",Plain White T's,rock,chill,0.55,90,0.55,0.46,0.6
50895,11 Y 6,Fito Paez,rock,chill,0.51,101,0.35,0.75,0.16
50896,Across the Line,Linkin Park,rock,confident,0.91,180,0.38,0.49,0.04
50897,All I Want,Kodaline,rock,sad,0.41,187,0.16,0.19,0.17
50898,Postcards,James Blunt,rock,happy,0.62,100,0.68,0.72,0.57
50899,Robot Boy,Linkin Park,rock,moody,0.78,129,0.21,0.58,0.02
50900,DNA (Part 2),Craig David;Galantis;Mike Brainchild,rock,focused,0.74,119,0.39,0.69,0.01
50901,Eu Não Gosto de Ninguém,Matanza,rock,confident,0.95,164,0.61,0.41,0.0
50902,Stardog Champion,Mother Love Bone,rock,moody,0.72,142,0.2,0.43,0.05
50903,Infra-Red,Three Days Grace,rock,intense,0.91,112,0.34,0.57,0.0
50904,To You Alone,Tom Rosenthal,rock,sad,0.31,141,0.33,0.63,0.93
50905,Historia de Tommy,Cesar Costa,rock,chill,0.36,118,0.56,0.68,0.42
50906,21 Guns,Green Day,rock,focused,0.72,159,0.42,0.26,0.05
50907,Fantasy,Charly García,rock,sad,0.45,112,0.26,0.61,0.0
50908,Onde Esta O Mundo Bom? (Living L.A.),Charlie Brown Jr.,rock,confident,0.99,112,0.67,0.55,0.02
50909,Laune der Natur,Die Toten Hosen,rock,confident,0.89,99,0.54,0.54,0.0
50910,Amar y Vivír,Los Pasteles Verdes,rock,happy,0.71,108,0.78,0.75,0.06
50911,De Paso Nomás,La 25,rock,euphoric,0.85,126,0.96,0.65,0.06
50912,"Pare de Sufrir, Pare de Mamar",De Nalgas,rock,happy,0.97,105,0.8,0.67,0.01
50913,Bad Times,The Presidents Of The United States Of America,rock,happy,0.83,156,0.83,0.61,0.09
50914,Flores,Titãs,rock,happy,0.69,144,0.94,0.5,0.0
50915,Time For Bed,Peppa Pig,rock,chill,0.32,79,0.6,0.74,0.83
50916,Get Back - Remastered 2015,The Beatles;Billy Preston,rock,moody,0.64,122,0.22,0.7,0.19
50917,Rasa Ini Takkan Pernah Mati,Hidden Message,rock,confident,0.96,150,0.43,0.47,0.0
50918,Hell Hound,Sir Lord Baltimore,rock,confident,0.9,102,0.5,0.36,0.0
50919,Burning Bright - Live from Washington State,Shinedown,rock,intense,0.86,113,0.23,0.53,0.0
50920,Üstüme Düşme Benim,Kamuran Akkor,rock,focused,0.69,103,0.53,0.32,0.57
50921,Mangos,Enrique Guzman,rock,chill,0.54,126,0.65,0.46,0.64
50922,Me Piden (feat. Yuri),Los Baby's;Yuri,rock,happy,0.82,110,0.77,0.6,0.12
50923,Keep Your Head Up,Ben Howard,rock,chill,0.6,79,0.4,0.51,0.44
50924,Outerspace Chick,Texabilly Rockets,rock,happy,0.97,88,0.87,0.53,0.28
50925,Manusia Simpanan,Stand Here Alone,rock,confident,0.96,147,0.73,0.5,0.0
50926,Fix Me,10 Years,rock,intense,0.84,157,0.23,0.45,0.0
50927,Not Alone,Red,rock,moody,0.76,148,0.17,0.35,0.0
50928,It Only Hurts,Default,rock,focused,0.78,97,0.5,0.52,0.0
50929,He perdido una perla,Los Baby's,rock,relaxed,0.43,116,0.77,0.64,0.37
50930,Radio bingo,Québec Redneck Bluegrass Project,rock,relaxed,0.5,105,0.72,0.83,0.78
50931,Knocking At Your Back Door,Deep Purple,rock,confident,0.82,121,0.53,0.52,0.0
50932,Sea of Heartbreak,Don Gibson,rock,relaxed,0.59,91,0.73,0.59,0.42
50933,Hang on to Your Love,Sade,rock,happy,0.7,107,0.96,0.85,0.15
50934,Alles passiert,Die Toten Hosen,rock,moody,0.63,76,0.32,0.6,0.07
50935,If I Can Dream - Live from the '68 Comeback Special,Elvis Presley,rock,focused,0.62,93,0.39,0.35,0.08
50936,Always See Your Face,Love,rock,relaxed,0.58,109,0.92,0.57,0.38
50937,Molly's Lips - BBC John Peel Session 1990,Nirvana,rock,confident,0.9,167,0.68,0.31,0.0
50938,Lullaby,Low,rock,melancholic,0.23,125,0.09,0.37,0.06
50939,Dive,Nirvana,rock,confident,0.84,128,0.44,0.42,0.0
50940,Disarm - Remastered,The Smashing Pumpkins,rock,sad,0.42,129,0.22,0.53,0.14
50941,Love Conquers All,Deep Purple,rock,sad,0.42,107,0.07,0.23,0.26
50942,Back In the Game,Airbourne,rock,confident,0.96,97,0.45,0.59,0.0
50943,Welcome Home (Sanitarium) - Remastered,Metallica,rock,focused,0.77,96,0.42,0.31,0.0
50944,Mi Caramelo,Bersuit Vergarabat,rock,sad,0.28,165,0.34,0.42,0.79
50945,Dance Of Death,Iron Maiden,rock,intense,0.87,130,0.3,0.3,0.07
50946,Go Back - Ao vivo,Titãs,rock,happy,0.71,174,0.89,0.7,0.36
50947,Angel de Mi Vida,Los Hermanos Carrion,rock,chill,0.35,93,0.43,0.6,0.15
50948,Satisfacción,Los Apson,rock,happy,0.74,132,0.8,0.69,0.7
50949,No llores corazón,Los Solitarios,rock,chill,0.54,85,0.4,0.38,0.71
50950,Historia de un Amor,Cesar Costa,rock,relaxed,0.5,134,0.89,0.46,0.13
50951,"Big City, Bright Lights",The Minds Of 99,rock,happy,0.77,164,0.75,0.62,0.0
50952,With Her Head Tucked Underneath Her Arm,Rudy Vallee and His Connecticut Yankees,rock,chill,0.16,97,0.48,0.71,0.92
50953,Northern Sky,Nick Drake,rock,chill,0.26,90,0.49,0.53,0.55
50954,Wastelands,Linkin Park,rock,confident,0.99,169,0.61,0.44,0.01
50955,Stay Away (feat. Machine Gun Kelly & Goody Grace),MOD SUN;Machine Gun Kelly;Goody Grace,rock,moody,0.64,158,0.15,0.67,0.02
50956,Que Alegre Va María,Imelda Miller,rock,chill,0.22,86,0.43,0.37,0.65
50957,Honky Tonk Women,The Rolling Stones,rock,happy,0.72,119,0.97,0.56,0.23
50958,All My Life,Foo Fighters,rock,focused,0.6,167,0.64,0.58,0.0
50959,Aşk Çiçeği,Asu Maralman,rock,chill,0.51,98,0.54,0.42,0.67
50960,"Terrapin Station - Live at Hartford, CT, May 28, 1977",Grateful Dead,rock,chill,0.46,135,0.5,0.49,0.58
50961,Maracatu de Tiro Certeiro,Chico Science;Nação Zumbi,rock,confident,0.81,102,0.45,0.57,0.0
50962,Juárez,Acerina Y Su Danzonera,rock,dreamy,0.28,120,0.88,0.49,0.6
50963,Inolvidable,Los Brios,rock,happy,0.73,96,0.89,0.74,0.14
50964,Green Is the Colour,Pink Floyd,rock,chill,0.15,74,0.52,0.5,0.81
50965,Fight Fire With Fire - Remastered,Metallica,rock,angry,0.99,90,0.13,0.28,0.0
50966,Carry on Wayward Son,Kansas,rock,happy,0.79,126,0.79,0.48,0.0
50967,Lindos Ojos,Los Hermanos Carrion,rock,chill,0.28,116,0.62,0.69,0.11
50968,Money,Pink Floyd,rock,relaxed,0.54,126,0.79,0.47,0.02
50969,Basket Case,Green Day,rock,happy,0.94,85,0.78,0.44,0.0
50970,Bird of Paradise,Snowy White,rock,sad,0.44,143,0.31,0.47,0.6
50971,No Se Que Tengo No Sé,Los Pasteles Verdes,rock,chill,0.47,123,0.45,0.58,0.07
50972,Dame el Fuego de Tu Amor (En Vivo),Attaque 77,rock,intense,0.97,158,0.29,0.18,0.04
50973,Aquella Flor y Tu Voz,Sonia Rivas,rock,relaxed,0.48,124,0.84,0.71,0.56
50974,Weathered,Creed,rock,intense,0.94,143,0.32,0.42,0.0
50975,God Is Dead?,Black Sabbath,rock,moody,0.73,120,0.18,0.38,0.0
50976,Humanidad,Mike Laure,rock,relaxed,0.38,122,0.88,0.66,0.69
50977,Yakın Ölüm Deneyimi,Rashit;Teoman,rock,confident,0.9,134,0.73,0.58,0.07
50978,Lust For Life,Iggy Pop,rock,confident,0.97,101,0.62,0.38,0.03
50979,Run,Our Lady Peace,rock,confident,0.91,164,0.68,0.56,0.27
50980,Popurrí Los 3 Diamantes,Jorge Muñiz;Amaury Gutiérrez,rock,chill,0.4,125,0.48,0.46,0.57
50981,Watch Your Man,Rico Nasty;Marshmello,rock,focused,0.73,172,0.53,0.78,0.0
50982,Tu Sonrisa,1280 Almas,rock,happy,0.72,109,0.78,0.59,0.01
50983,Maggie May,Rod Stewart,rock,focused,0.72,129,0.49,0.59,0.48
50984,Nocturne,Blanco White,rock,melancholic,0.3,127,0.19,0.48,0.95
50985,With Me,Sum 41,rock,angry,0.85,175,0.11,0.17,0.01
50986,Don't Know What You Got (Till It's Gone),Cinderella,rock,sad,0.54,132,0.23,0.38,0.24
50987,From the Inside - Live LP Underground Tour 2003,Linkin Park,rock,confident,0.96,95,0.54,0.44,0.0
50988,Beech Like The Tree,Lower Than Atlantis,rock,happy,0.76,95,0.71,0.61,0.0
50989,Somebody That I Used to Know,Three Days Grace,rock,focused,0.64,119,0.51,0.6,0.0
50990,Because the Night,Patti Smith,rock,focused,0.76,123,0.47,0.47,0.05
50991,cotton candy,YUNGBLUD,rock,confident,0.93,124,0.7,0.63,0.01
50992,Candy,Paolo Nutini,rock,moody,0.6,125,0.37,0.61,0.37
50993,Thelma + Louise,Bastille,rock,happy,0.83,121,0.76,0.77,0.01
50994,Solomon Browne,Seth Lakeman,rock,happy,0.71,78,0.92,0.42,0.58
50995,Herkes Gibisin,Cem Karaca,rock,sad,0.39,199,0.32,0.23,0.19
50996,4 + 20,"Crosby, Stills, Nash & Young",rock,melancholic,0.06,140,0.13,0.64,0.93
50997,Dam Üstüne Cul Serer,Beyaz Kelebekler;Peter Tetteroo;White Butterflies,rock,chill,0.54,90,0.53,0.44,0.04
50998,La Novia de Mi Mejor Amigo,Los Hermanos Carrion,rock,happy,0.79,129,0.85,0.64,0.37
50999,Time to Go,Lorne Balfe,rock,moody,0.62,173,0.03,0.21,0.01
51000,Just Take My Heart - 2021 Remastered,Mr. Big,rock,melancholic,0.28,169,0.18,0.51,0.5
51001,Waterloo Sunset - Mono Version,The Kinks,rock,chill,0.55,107,0.47,0.58,0.1
51002,Wearing the Inside Out,Pink Floyd,rock,chill,0.43,122,0.36,0.6,0.31
51003,Hoje Eu Acordei Feliz,Charlie Brown Jr.,rock,confident,0.95,129,0.71,0.31,0.0
51004,Classic,MKTO,rock,happy,0.79,102,0.76,0.72,0.04
51005,Lata's Theme,Alex Heffes;Anoushka Shankar,rock,melancholic,0.21,115,0.15,0.37,0.92
51006,Nostradumbass,The Good The Bad and The Zugly,rock,confident,0.88,139,0.44,0.41,0.0
51007,Gully's Lament,Lorne Balfe,rock,melancholic,0.05,79,0.04,0.1,0.96
51008,What I Got,Sublime,rock,happy,0.69,95,0.65,0.8,0.01
51009,Sevmez Olaydım,Flört,rock,euphoric,0.82,129,0.94,0.63,0.02
51010,The Game is On,David Arnold;Michael Price,rock,melancholic,0.3,119,0.04,0.47,0.07
51011,Grew Up At Midnight,The Maccabees,rock,sad,0.47,155,0.15,0.32,0.01
51012,Rock Nena Linda (Rock Pretty Baby),Los Teen Tops,rock,happy,0.64,95,0.92,0.53,0.57
51013,Wir schreiben Geschichte - Bonus Track,Böhse Onkelz,rock,happy,0.68,132,0.7,0.59,0.0
51014,When You Came into My Life - Studio Edit,Scorpions,rock,moody,0.66,125,0.08,0.63,0.05
51015,Esto No Acaba,Juanes,rock,happy,0.66,92,0.85,0.77,0.4
51016,Te Amo y No Soy Correspondido,Los Pasteles Verdes,rock,happy,0.64,122,0.68,0.73,0.16
51017,Zombie,Mon Laferte,rock,sad,0.47,116,0.35,0.73,0.69
51018,Feel Good Inc.,Gorillaz,rock,happy,0.7,138,0.77,0.82,0.01
51019,Nueve,Enjambre,rock,confident,0.83,132,0.51,0.47,0.03
51020,Inferno são os outros,Detonautas Roque Clube,rock,focused,0.8,110,0.56,0.64,0.09
51021,God Rest Ye Merry Gentlemen (Hallelujah),Rend Collective;We The Kingdom,rock,confident,0.88,139,0.56,0.61,0.02
51022,Alive,Empire of the Sun,rock,confident,0.88,119,0.4,0.52,0.11
51023,Smiling,Harry Gregson-Williams,rock,melancholic,0.01,138,0.12,0.24,0.98
51024,Quando o sol se for,Detonautas Roque Clube,rock,focused,0.74,171,0.6,0.54,0.13
51025,Hey! Baby - Remastered,Bruce Channel,rock,focused,0.62,64,0.64,0.52,0.36
51026,Long Road To Ruin,Foo Fighters,rock,confident,0.89,146,0.36,0.4,0.0
51027,Never Again,Breaking Benjamin,rock,confident,0.94,93,0.68,0.49,0.0
51028,Amor de Estudiantes,Roberto Jordan,rock,chill,0.55,111,0.56,0.66,0.09
51029,Falacia,Enjambre,rock,focused,0.79,157,0.54,0.39,0.0
51030,I Am Defiant,The Seige,rock,confident,0.86,125,0.5,0.48,0.09
51031,Perdiendo el Tiempo,Patricio Rey y sus Redonditos de Ricota,rock,confident,0.85,137,0.66,0.63,0.0
51032,Kiss from a Rose - Acoustic,Seal,rock,sad,0.41,119,0.27,0.66,0.74
51033,23lbs of Eternium,Lorne Balfe,rock,melancholic,0.11,137,0.03,0.15,0.84
51034,Otro,Charly García,rock,chill,0.52,77,0.6,0.69,0.48
51035,This Is a Warning,Lil' Kim,rock,sad,0.38,68,0.2,0.56,0.26
51036,Learn To Let Go,Welshly Arms,rock,confident,0.85,150,0.47,0.5,0.01
51037,Dua Bilah Mata Pedang,The Jansen,rock,intense,0.9,98,0.2,0.3,0.0
51038,Milk & Honey - Alt Version,Billie Marten,rock,melancholic,0.19,170,0.08,0.32,0.95
51039,(You're) Having My Baby,Paul Anka;Odia Coates,rock,chill,0.59,75,0.59,0.6,0.55
51040,Acem Kızı,Selda Bağcan,rock,sad,0.31,130,0.26,0.51,0.85
51041,Boulevard of Broken Dreams,Green Day,rock,focused,0.68,167,0.47,0.5,0.01
51042,flutter,julie,rock,moody,0.69,116,0.35,0.17,0.0
51043,Adios A Jamaica [Album Version],Los Hooligans,rock,relaxed,0.49,128,0.75,0.53,0.91
